,Username,Rating,Posted At,Product Categories,Review Text,Shop's response,Likes,Page,Class,Probability
13,miaobeo,5,2022-09-27 18:50,,"Công dụng: chưa rõ
Mùi hương: ko có mùi
Dành cho da: sẹo
Mình mới dùng thử săn đợt mua 2 giảm 99k tính ra trăm rưỡi 2 sản phẩm, okila luôn","Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé.",0,3,0,0.00024739862
14,su9al71m35,5,2022-04-08 17:26,,"Hàng Rohto thì yên tâm chất lượng đó giờ, sẽ ủng hộ tiếp. Mua trúng khuyến mãi tặng kem chống nắng",,0,3,1,0.99989235
15,n*****g,5,2022-09-21 00:42,,"Gel mờ sẹo date khá xa, sẽ dùng một thời gian rồi đánh giá hiệu quả sau. Shop đóng gói gọn gàng","Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..",1,3,1,1.0
16,yoon_nguyen,5,2022-04-29 23:16,,"Công dụng: gIảm sẹo
Hiệu quả dưỡng ẩm: chưa thử
Khả năng thẩm thấu: chưa thử
Sp nhỏ gọn, mong là dùng đc 1 tg thì hiệu quả",,1,3,0,0.0003279577
17,l*****5,5,2022-06-09 11:10,,Hình ảnh và video mang tính chất minh hoạ nhận xu thôi nhưng sản phẩm chất lượng tốt nhé.,,0,3,0,0.0053115524
18,nguyethoatao,5,2022-07-29 22:05,,"Công dụng: rep
Mùi hương: kg mùi
Mua lần đầu, hy vọng xài sẽ OK . Nhỏ hơn nhiều so vs tưởng tượng rep","Rohto  Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé 
",0,4,0,5.7487066e-13
19,n*****8,5,2022-09-12 12:12,,Giao hàng nhanh đóng gói kỹ sản phẩm chất lượng tuyệt vời ok ✅.,"Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,4,0,2.1569905e-13
20,khanhar,5,2022-07-30 14:18,,"Sản phẩm trị sẹo , thâm rất oke đối với mình , mình dùng đến chai thứ mấy rồi không nhớ nữa , sẽ ủng hộ tiếp lần sau","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé",0,4,1,1.0
21,dinhthingocquy2912,5,2022-05-25 15:13,,"Công dụng: mờ sẹo lồi
Hiệu quả dưỡng ẩm: bình thường
Khả năng thẩm thấu: nhanh
Lúc shop giao thì hộp móp méo, mình bóp thẳng lại á, dùng chưa biết có hiệu quả k, mình chưa tìm hiểu kĩ nên mua cái này k chữa sẹo thâm",,0,4,0,0.028533574
22,hadung1902,5,2022-07-11 19:23,,"Giao đúng hàng, date xa, nên mua, dùng raat hiẹu quả, dk sín diwin di","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ạ ..
",0,4,1,0.9999995
23,hien123456h,5,2023-05-31 10:00,,"Làm đẹp: ok
Mẹo: Ok
Bao bì: Ok
Đã xong đơn tổng kết cho các bé trường Tiểu Học Thị Trấn. ( Trà đào mix thạch đào do chính tay cô Nga làm mềm thơm đảm bảo ạ) Chúc các con có một mùa tổng kết vui vẻ, một kì nghỉ hè thật thú vị nha 🥰🥰🥰🥰🥰🥰. Xin cảm ơn tất cả khách hàng đã ủng hộ trà sữa Phương Nga ạ trong mùa tổng kết ạ",,0,4,0,0.00014284955
24,vatkyniem,5,2023-06-02 11:22,,"Lợi ích: mờ sẹo
Hương thơm: ko có mùi
Mẹo: dùng sau khi tắm sẽ hấp thụ nhanh hơn
giao hàng rất nhanh, cám ơn",,0,5,0,0.0055368156
25,thumeomeoo,5,2023-05-21 12:23,,mình có chỗ sẹo do bấm khuyên tai hỏng. xem mn rv tiktok nên mua thử cnay về. cũng mờ sẹo đi 1 tí nma mình cx mới dùng đc 4-5 ngày th nên sẽ kiên trì xem sao,,0,5,0,3.3419794e-05
26,trangte666,5,2023-05-22 17:28,,"Hình ảnh mang tinh chất nhan xu , gel bôi k dính , độ mờ sẹo thì chắc pải dùng thêm 2-3 tuýp mới thấy được kết quả",,0,5,0,0.0035713592
27,hangdiem1108,5,2023-05-16 16:39,,"Mẹo: chua sd
Hương thơm: k rõ
Lợi ích: chưa dùng
Chưa sử dụng nên k rõ tác dụng thế nào. Giao hàng nhanh",,0,5,0,0.011352736
28,t*****2,5,2023-05-16 23:21,,chưa dùng nên chưa biết tác dụng huhu được cái shop giao nhanh đặt khuya 15 qua 16 đã coá hehe cũng nên thử,,0,5,1,0.97953004
29,h*****u,5,2023-05-18 00:55,,giao nhanh đóng gói kĩ còn hiệu quả hay kh thì đang dùng chưa biêt sao,,0,5,1,0.99999964
30,h*****6,5,2023-05-12 10:30,,"Bao bì: đẹp nhỏ gọn
Hương thơm: không mùi
Chưa dùng lâu nên sẹo ko chắc nhưng mà thâm thì đỡ hơn",,0,6,0,2.4221532e-07
31,t*****3,5,2023-05-09 13:59,,"Mới nhận được chưa dùng thử, kb OK khum nữaaaaaaaaa😘👊🏼😑✌🏻🙄❤️💐",,0,6,0,0.030777698
32,d*****_,5,2023-05-05 23:32,,Đẹp nha mình rất thích thăng hạng nhắn sắcjoon đó mọi người mua =))))),,0,6,0,6.261495e-05
33,bonghongxanh1982,5,2023-04-27 08:26,,"Kinh nghiệm sử dụng: lần đầu sử dụng
Sản phẩm có dạng gel trong suốt, ko mùi. Sau 1 tuần sử dụng thì thấy tróc mày nhanh hơn. Không gây kích ứng da. Mong là sau 4 tuần sẽ không thấy sẹo.",,0,6,0,0.004998315
34,tran.ngoc.tram,5,2023-04-25 18:47,,Giao hàng nhanh. Mới sử dụng có 1 lần nên chưa nhận xét đc gì :)),,0,6,0,6.989199e-07
35,cuong2925,5,2023-04-30 10:14,,Shop Giao hàng siêu nhanh luôn ạ nhưng mình mới dùng nên chưa biết có hiệu quả không nữa mong là sẽ ok,,0,6,1,0.99666566
36,kcjfgugugub,5,2023-04-11 19:37,,giao hàng nhanh chất lượng tốt lần sau sẽ ủng hộ tiếp cảm ơn shop￼,,0,7,1,1.0
37,hmy_15,5,2023-04-30 07:05,,"Làm đẹp: mong het seo
Mẹo: Mua duoc gia re
moi mua nen khong biet ket qua the nao",,0,7,0,0.013240796
38,v*****7,5,2023-04-24 21:44,,"Lợi ích: mờ sẹo
Làm đẹp: mờ sẹo
Hương thơm: không mùi
chưa dùng nên chưa biết dùng hết tuýp mik sẽ đánh giá lại 
đóng gói cẩn thận giao hàng khá nhanh",,0,7,1,0.896761
39,tonchaugiang,5,2023-04-06 15:50,,"Hương thơm: ko mùi
Làm đẹp: trị sẹo
Kinh nghiệm sử dụng: sẹo mới xuất hiện
Có làm giảm vết sẹo ổn, phải kiên trì sd mới thấy có hiệu quả",,0,7,0,0.00013175649
40,miaobeo,5,2023-03-22 21:03,,"Fragrance: ok
Packaging: chuẩn
User Tips: ko rõ
Chưa dùng loại này bao giờ, dùng chưa thấy hiệu quả rõ rệt, chịu, thâm thì cố gắng bôi thôi",,0,7,0,3.1997436e-07
41,sabikim,5,2023-03-08 06:43,,"Công dụng: trị sẹo trứng cá
Mình gắn bó em này phải đến 6 năm nay, rất tốt ạh, ai bị mụn nên dùng kèm","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,7,0,0.0006511953
42,t*****4,5,2023-03-03 23:04,,"Công dụng: mờ sẹo
Mùi hương: không mùi
Dành cho da: tất cả
Dầu gội hơi hôi dầu xả cũng mượt, xài tầm 2-3 lần khi thấy đỡ ngứa. Cũng thấy bớt gàu hơn",,0,8,0,2.044616e-15
43,p*****l,5,2022-09-15 11:40,,Dùng thấy không gây ngứa hay dị ứng. Đóng gói kỹ. Date xa... lắm.,"Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..",0,8,0,2.3600867e-05
44,ngocmin23698,5,2023-06-02 11:59,,Giao hàng nhanh,,0,8,1,0.90783453
45,a*****5,5,2022-09-12 20:29,,"Giá sale rẻ, gần như mua 1 tặng 1, để dùng thử xem có hiệu quả với sẹo thâm mình không","Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,8,1,0.9999634
46,nguyendanninh1701,5,2022-09-12 13:57,,"Sao mà shoppee có thể cho đánh giá để lâu lâu , chứ sản phẩm cần thời gian sao mà biết lúc mới mua như thế nào ta","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,8,0,0.075082056
47,n*****5,5,2022-04-16 23:44,,Tốt,,0,8,1,0.8833728
48,ductien801,5,2022-08-25 01:54,,"Công dụng: chưa dùng nên chưa đánh giá
Mùi hương: thơm
Dành cho da: OK cancel để
Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đ","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn ở đơn hàng tiếp theo nhé.",0,9,0,0.014522463
49,tenwhy,5,2022-11-02 08:48,,"Công dụng: kha tot
Mùi hương: miu nhe
Dành cho da: moi loai da
Tuýp thứ 2 rồi nên cũng gọi là có kinh nghiệm =)) Cái trị sẹo này nếu sẹo mới thì bay nhanh trong 1 note nhạc nha. Mình mua tuýp này hồi trước là để trị cái sẹo chỗ bắp chân bị phỏng bô, giờ lành rồi mà da chỗ đó kì lắm, xài cái gel này tầm 2 3 tuần thì mờ gần hết luôn. Tuýp này mua là để dự phòng sau này xài thôi hà ^^","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,9,0,7.963448e-14
50,m*****8,5,2022-11-24 15:36,,"Kem thấm nhanh, mong sẽ có hiệu quả, do sẹo phẫu thuật mình hơi lớn nên sẵn sàng tinh thần là phải dùng lâu mới có hiệu quả. Hàng đóng gói hàng cẩn thận và giao hàng nhanh lắm ạ","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,9,1,0.99873465
51,mykrys,5,2022-10-08 23:16,,"Công dụng: lam mo seo
Mùi hương: không mùi
Dành cho da: da có sẹo
Mình dùng scarz nhiều rồi và thấy tác dụng khá tốt","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,9,0,3.5394803e-06
52,r*****m,5,2022-03-28 14:03,,"Hiệu quả thực sự, rất hài lòng. Sẹo mình khá lớn dùng 2 tuần hết 1 tuýp thấy không bị lồi lên. bạn nào sẹo lớn nên mua 1 lần 3-4 tuýp để đỡ tiền ship",,0,9,0,0.0013241229
53,ngochan162000,5,2022-05-08 21:54,,"Công dụng: mờ thâm sẹo, sáng da
Hiệu quả dưỡng ẩm: không
Khả năng thẩm thấu: thấm nhanh không bết dính
Hy vọng có hiệu quả",,0,9,1,0.99999774
54,s*****i,5,2022-07-16 14:57,,Gel mờ sẹo hạn sử dụng xa năm 2024. Chất lượng mình chưa dùng nên chưa đánh giá được,"
Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn ở đơn hàng tiếp theo nhé.
",0,10,1,0.9999279
55,t612v,5,2022-05-05 21:20,,"Sản phẩm giống hình, nguyên hộp, sử dụng ổn, giao hàng nhanh!",,0,10,0,0.08152131
56,heo_sipi,5,2022-04-22 08:30,,"Công dụng: Mờ sẹo
Hiệu quả dưỡng ẩm: tốt
Khả năng thẩm thấu: chậm
Sản phẩm ok..mọi người nên mua nha..giao hàng nhanh",,0,10,0,2.6982677e-06
57,xuyenngo1987,5,2022-05-26 17:00,,"Hy vọng lớn nhất của mh là hết sẹo
Mong là sẽ bay s e o
Giao hàng nhanh
Giá tạm ổn",,0,10,0,4.5232474e-14
58,t*****e,5,2022-08-12 23:22,,"Cái Vườn Toro
098 998 80 23
https://maps.app.goo.gl/4dvzA9yY7MrvdEjp8","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn ở đơn hàng tiếp theo nhé.",0,10,1,0.81661445
59,quang_phat_2403,5,2022-04-08 15:30,,"Công dụng: Trị sẹo lồi
Khả năng thẩm thấu: nhanh
Chất lượng, mình dùng đến tuýp 2, sẹo lồi mờ 60%, hy vọng dùng thêm 1 tuýp cuối này sẽ mờ hoàn toàn. Giao hàng nhanh, đánh giá 5 sao",,0,10,1,0.9008958
60,hiluuuuuu23122,5,2022-04-30 18:06,,Sản phẩm đẹp chất lượng thơm lắm mọi người ạ. Giao hàng nhiệt tìnhh,,0,11,1,0.8272553
61,olgalitvynova,5,2022-11-20 06:52,,"Mk đặt đơn hoả tốc shop giao hàng siêu nhanh, đóng gỏi cẩn thận. Thấy mn rv và xem tiktok nên mua dùng thử Bôi thấy mát, dạng gel thẩm thấu nhanh và mùi thơm lắm nha","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé 
",0,11,0,2.3678986e-05
62,h*****1,5,2022-09-13 22:31,,"Công dụng: Trị sẹo
Mùi hương: Không
Dành cho da: Không biết
Hiệu này lúc trước dùng trị sẹo rất tốt. Nhưng khác loại nên không biết hiệu quả giống không nên mua thử nghiệm","Rohto Mentholatum Viet Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Viet Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,11,0,8.879869e-06
63,j*****1,5,2023-03-17 22:41,,"Hĩnh ảnh mang tính nhận xu
Giao hàng nhanh , giá rẻ
Đóng gói sản phẩm đầy đủ","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ❤️",0,11,1,0.9957092
64,vikieuu,5,2022-11-25 15:32,,"Công dụng: tri sẹo
Mùi hương: thơm nhẹ
Dành cho da: mọi loại da
Mình hay bị mèo cào nên hay dùng kem trị sẹo. Dòng này dùng mau lành, rất ok. xứng đáng với giá tiền","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ❤️",0,11,0,5.9509847e-10
65,kimtan8888,5,2022-05-19 15:05,,"Sản phẩm rohto chính hãng, chất lượng khá ổn. bôi được 2 tuần thấy thẹo bỏng đều màu hơn, dù chưa mất hẳn. ráng xài thim coi sao",,2,11,1,0.9517447
66,thuvu2804,5,2022-11-25 22:13,,"Hàng y hình, đóng gói kĩ hộp ko móp méo
Hiệu quả tốt, nhất là da ai hay bị muỗi chích bị sẹo thâm thì nên mua
Này là tuýp thứ 2 của t r","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo nhé ❤️
",0,12,0,0.00015664443
67,tien1712,5,2022-11-17 17:29,,"Tay e vết sẹo bỏng cũng 3 năm, giờ ngón tay giữa em có vết sẹo, mờ thôi nhưng nhìn hơi kì. Mua cái này xài thử vì thấy là hàng Rohto cũng xịn, coi như hi vọng sẹo nó mờ được chừng nào hay chừng đó. Lần đầu xài thấy chất gel mát, cũng thơm thơm. Bôi một ngày 2 3 lần gì đó thì nay trộm vía tay em sẹo nó mờ một xíu rồi nè, sẹo lâu năm mà mờ nhanh z thì ổn r","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,12,0,0.0074975197
68,h*****7,5,2022-11-17 22:22,,"Tuýp trị sẹo tốt lắm nha mn, mn siêng dùng thì hiệu quả sẽ nhanh, do mình lúc quên lúc nhớ nên hơn 2 tuần mới hiệu quả rõ rệt, với cả do sẹo mình hơi lớn. Mua sale nên rẻ, nên mua nha","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",1,12,0,0.001931027
69,su9al71m35,5,2022-05-25 17:16,,"giao hàng nhanh, sản phẩm khá là ổn bé nhà mình bị thâm do mũi chích, bôi vết thâm giảm rõ rệt chỉ sau 1 tuần. Sẽ ủng hộ tiếp khi có nhu cầu",,0,12,1,0.9983368
70,huongphung1990shfug,5,2022-11-18 20:08,,"vận chuyển khá nhanh, mình dùng được tầm nửa tháng thì thấy các vết sẹo mới thì có vẻ mờ nhưng sẹo lâu năm thì phải dùng thêm mới biết","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,12,1,0.99995005
71,phiai,5,2022-03-29 21:00,,"Đã nhận được hàng,sản phẩm ok ah,giống mô tả,thời gian giao hàng rất nhanh..mua shop mall nên cũng an tâm chất lượng ahzz...",,0,12,0,4.4241852e-07
72,nhung_nguyen_hd,5,2022-03-20 23:05,,"Công dụng: trị sẹo
Khả năng thẩm thấu: tốt
rất hài lòng, sẹo bỏng của mình nhạt màu dần, dùng được 2 tuần mới lên đây đánh giá, hy vọng mờ sẹo sau 4 tuần",,0,13,1,0.9944102
73,kieuoanhib,5,2022-11-18 18:18,,"Sản phẩm tốt, đóng gói ok, giao hàg nhanh, mình rất hài lòng rất thích sản phẩm. Sẽ còn mua tiếp","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn hài lòng với sản phẩm và dịch vụ của Rohto Mentholatum Việt Nam. Mong sớm gặp lại bạn trong đơn hàng tiếp theo ạ. Mong bạn sẽ luôn ủng hộ Rohto nhé..
",0,13,0,0.02393919
74,v*****3,5,2022-05-20 10:29,,"Dạng gel siêu ưng, không bị nhớt dính, thấm nhanh ổn. Mình dùng khoảng 1-2 tuần rồi thấy cũng kéo da non. Bạn nào bị sẹo bỏng có thể dùng thử",,0,13,1,0.95263594
75,kimngan.lee,5,2022-05-18 16:40,,"Sẹo phẫu thuật khoảng 3 tháng dùng hết tuýp đầu thấy có mờ thâm được khá ổn. mua tiếp tuýp nữa xem thế nào
đồ rohto cũng an tâm",,0,13,0,1.7904572e-13
76,k*****0,5,2022-10-01 15:16,,"Sản phẩm tốt, lại thêm chất lượng, hàng chính hãng, giá cả đúng niêm yết","Rohto Mentholatum Việt Nam xin chào bạn, Rohto rất vui khi bạn đã tin dùng sản phẩm Rohto ạ. Mong sớm gặp lại bạn trong đơn hàng tiếp theo. Khi cần Rohto hỗ trợ cũng như tư vấn thông tin nào bạn có thể nhắn tin vào hộp thư Chat của Rohto để được hỗ trợ nhé. Chúc bạn một ngày vui vẻ nhen",0,13,1,0.9630986
